Date,Auto,Energy,FMCG,Infra,IT,Media,Metal,Pharma,Realty,Banking
2025-07-04,53.18434804876614,58.9921184786164,34.322948040732356,74.09016507363181,75.76458978390944,77.56158623335673,50.6188710676475,62.86743017972283,61.96196568873624,66.3258359279242
2025-07-07,49.40255525790364,57.15376423888223,39.57514185731675,74.20870862679057,71.70980299822979,73.5991077547629,45.871621657798336,61.80008511089531,60.68864844439945,65.60267995231486
2025-07-08,49.80346179289873,57.05748032724378,41.26354840372906,77.50507559178111,73.89936745744511,72.97549268577295,46.17162916348952,57.07905972233227,62.17891302658573,68.14962739773567
2025-07-09,53.42953854618106,56.07271160966758,52.65161298588954,75.0073903268508,72.69869838858122,69.15069209266181,43.8203613557023,60.388168123165265,59.22759720715685,67.43256483529987
2025-07-10,52.05007926765669,55.19168977973445,51.284763030619075,71.05838164313691,69.49840366901078,68.66152082158264,42.37389090707629,54.906245582500304,59.35375127529269,65.93785742897697
2025-07-11,49.7619307937761,53.30006102694327,58.24368795822469,67.39199567814109,67.94563467607735,64.99853072517763,46.35494979145319,61.38534313871165,58.75265036031093,63.69449266041464
2025-07-14,51.38889191701892,54.116342835708096,56.80987495531469,67.3321569039896,67.83362341341194,68.63065505886028,49.71078920496938,66.92548257716314,57.65309904368324,63.19036896603776
2025-07-15,56.44072416867277,57.968432898460044,61.28159167330226,71.44580114909684,69.5429333164116,67.8289884069737,48.981331765567305,71.62051043152942,55.99880382450204,65.40831710731734
2025-07-16,57.58089544731553,56.698853298058296,63.77119453947478,69.01442887761972,70.81585141550352,70.86610890973053,45.51130413186637,70.1957181503299,58.68512832548684,66.37576054062926
2025-07-17,58.496298517555175,57.31948235490933,65.07490750297663,64.85491283167401,66.08188690931135,70.99591030602788,45.7703795089832,66.95768387998712,57.94401768648645,64.58990677814535
2025-07-18,53.15160017054068,55.573523303473834,62.19421845644947,61.05566172081678,65.88556186747819,77.80881317345687,41.928930108154894,65.45355688218781,49.18149318135607,57.3018944178722
2025-07-21,53.7594456007796,51.328745465274686,57.330993246044535,54.969538266560825,62.858146243648875,76.77802560883771,42.82376655542241,61.47587084701307,51.1458922041671,60.46560604274632
